locus_tag,LB1,LB2,LB3,Glucose1,Glucose2,Glucose3,Mannose1,Mannose2,Mannose3,Mannitol1,Mannitol2,Mannitol3,Arabinose1,Arabinose2,Arabinose3,Acetate1,Acetate2,Acetate3,Succinate1,Succinate2,Succinate3,Fumarate1,Fumarate2,Fumarate3,PCA1,PCA2,PCA3
Atu1737,21.45,14.35,15.06,22.33,5.53,8.48,10.76,11.74,16.63,12.96,12.51,8.87,10.97,3.59,9.67,1483.18,3059.41,1312.16,4193.62,2228.62,1450.82,1947.06,1419.69,1898.36,264.22,793.88,756.95
Atu1738,46.8,46.01,58.03,17.36,16.28,13.86,21.99,18.72,17.86,17.64,17.74,18.34,16.25,17.81,20.1,12.51,15.76,10.53,11.66,8.63,6.72,14.03,16.92,16.97,7.97,9.36,6.8
Atu1739,178.87,149.55,162.44,122.73,118.36,118.96,149.86,147.36,150.72,171.84,185.91,163.18,126.13,109.92,121.41,305.04,378.57,294.95,451.78,367.16,288.92,420.85,442.61,450.7,316.35,286.88,257.62
Atu1740,107.26,91.25,110.14,61.16,61.9,65.43,77.77,79.74,97.7,82.33,87.09,81.13,66.64,73.1,94.25,23.6,16.15,40.43,18.02,16.4,22.45,22.75,24.84,26.43,39.75,28.03,35.97
Atu1741,25.1,28.23,30.98,12.83,9.52,9.68,18.05,12.39,17.55,15.53,18.69,21.29,16.49,12.84,19.96,24.02,17.27,15.97,9.54,13.96,3.41,11.84,14.8,15.57,12.55,13.35,13.62
Atu1742,56.64,62.34,60.22,65.15,85.46,73.19,49.14,74.06,79.61,71.33,54.66,55.18,75.6,56.48,68.82,15.11,12.84,15.66,19.42,14.87,16.81,24.49,30.87,31.43,41.06,16.0,19.23
Atu1743,118.96,116.0,109.92,54.44,56.9,65.27,71.1,58.29,73.88,79.03,72.5,68.05,64.27,67.83,77.57,21.9,17.79,25.61,12.02,18.71,10.85,27.46,20.43,21.77,30.76,24.59,23.5
Atu1744,119.05,135.43,133.96,56.09,63.56,61.31,70.93,60.13,66.63,71.23,74.12,60.95,68.2,54.6,81.76,34.94,23.23,28.69,20.96,19.37,20.41,20.53,24.95,27.89,57.52,29.08,41.85
Atu1745,122.61,132.49,126.15,110.33,85.35,85.75,112.54,107.89,126.75,102.76,95.71,93.84,103.81,102.56,120.34,51.19,40.8,62.06,19.81,22.87,21.23,26.34,35.59,30.29,50.82,39.26,53.82
Atu1746,300.72,289.44,306.25,183.12,166.02,180.39,240.84,270.65,227.6,289.49,335.17,380.9,188.83,192.65,221.68,15.46,15.82,40.53,15.77,19.6,19.55,24.66,29.38,19.86,41.75,31.46,33.51
Atu1747,31.9,34.95,41.65,34.48,20.14,18.5,34.39,34.05,30.02,42.23,29.82,45.02,22.47,21.66,45.49,24.89,27.6,31.97,34.45,26.48,17.6,27.61,28.93,30.57,21.35,27.98,20.23
Atu1748,120.36,88.2,120.85,96.56,55.03,75.09,94.55,101.05,115.58,123.25,107.98,101.52,106.06,74.11,103.54,188.58,276.72,203.12,207.12,130.07,119.26,186.05,180.72,174.66,133.04,188.56,144.88
Atu1749,586.0,587.56,572.83,576.81,459.72,533.37,601.15,569.04,636.24,574.62,589.55,549.24,530.84,592.6,618.45,534.66,653.28,604.21,785.91,648.0,585.0,880.67,913.14,840.76,498.21,651.74,556.23
Atu1750,228.41,193.34,220.95,191.53,175.78,180.21,243.71,243.25,237.51,181.86,174.89,174.18,156.88,222.55,256.34,29.15,32.28,59.52,52.66,64.17,49.1,124.47,125.44,139.24,40.99,41.56,37.34
Atu1751,98.47,93.27,88.89,109.84,94.04,105.62,119.0,122.22,123.16,124.38,117.56,111.58,124.43,109.11,107.09,125.54,92.63,112.81,80.26,81.11,97.0,162.88,169.69,157.78,171.4,105.95,140.67
Atu1752,39.35,32.24,31.56,120.59,136.66,114.0,102.29,149.22,143.46,127.45,133.9,112.62,128.66,93.08,139.02,1185.58,1204.63,1197.57,1584.24,1888.35,1977.77,1623.13,1518.53,1580.47,843.13,1436.5,1153.71
Atu1753,61.92,65.25,64.38,70.18,65.17,70.94,67.39,64.83,71.93,59.58,54.64,60.31,63.2,57.36,75.97,20.77,18.94,22.15,12.2,14.05,11.0,14.82,17.87,23.74,28.91,22.47,25.7
Atu1754,12.03,14.1,12.41,9.27,11.62,9.49,8.97,10.46,17.47,6.7,4.09,5.81,20.62,18.5,18.23,21.03,16.98,15.15,10.32,16.23,17.15,9.79,7.15,14.56,15.92,24.01,26.91
Atu1756,0.0,5.04,0.58,0.72,0.0,0.89,1.8,1.44,3.07,2.25,1.32,0.94,2.18,2.65,2.23,10.55,8.98,5.07,3.58,3.85,5.71,5.49,5.41,4.08,3.58,1.12,1.11
Atu1757,149.07,158.14,169.1,433.22,368.7,398.07,373.55,388.99,430.9,351.88,353.15,361.17,379.77,337.13,389.28,1206.94,517.85,1139.88,436.09,942.67,1491.53,510.33,608.05,528.89,1068.7,1921.97,2127.96
Atu1758,190.43,163.0,169.45,100.75,72.14,106.38,109.21,122.04,122.76,119.86,110.02,122.59,90.64,99.66,129.2,51.73,35.08,53.98,55.57,35.95,50.32,65.03,49.52,56.71,48.53,57.17,62.46
Atu1759,215.87,198.33,208.0,92.79,72.34,92.84,137.97,96.93,104.25,102.48,106.9,110.04,89.15,101.48,126.58,128.15,128.4,124.5,251.14,212.3,197.57,231.78,227.74,240.49,87.56,126.44,104.13
Atu1760,4.73,4.82,2.48,3.04,2.71,3.32,3.45,4.98,1.09,4.18,1.4,3.97,5.29,1.41,4.73,22.41,26.41,12.55,12.49,11.1,12.13,18.15,24.89,29.86,8.74,16.02,5.87
Atu1762,31.37,30.76,32.59,15.33,11.13,12.1,15.31,14.29,15.08,16.58,18.9,11.15,12.32,12.03,11.7,30.27,21.76,25.01,46.05,43.78,24.46,37.22,30.83,31.51,11.27,18.96,17.42
Atu1763,43.44,47.08,50.27,69.83,81.42,63.11,47.13,52.78,55.01,66.73,69.71,57.63,59.68,43.52,46.53,60.42,43.2,56.17,49.84,61.47,67.24,51.92,63.84,58.19,76.65,80.7,93.07
Atu1764,55.09,48.54,52.69,17.52,16.59,14.96,62.96,46.59,29.46,68.25,71.49,77.68,31.25,23.22,46.49,11.21,9.78,10.33,22.38,19.83,10.66,13.36,17.02,22.34,8.18,11.69,10.68
Atu1765,86.05,76.44,81.77,52.56,65.92,63.6,72.11,78.71,73.97,74.02,69.48,77.65,76.33,60.64,69.11,141.06,144.92,116.15,130.86,141.76,134.6,188.8,174.32,174.54,134.57,123.61,115.63
Atu1766,152.84,137.34,144.37,32.34,20.88,28.38,42.26,34.63,36.79,34.92,39.06,32.99,35.13,48.56,40.26,89.34,77.97,69.1,62.04,68.31,67.7,45.64,47.49,76.8,37.86,53.63,60.08
Atu1767,230.51,230.09,238.63,90.15,67.56,87.18,130.16,120.21,118.98,133.4,137.14,142.85,107.16,97.43,97.52,1159.2,1280.27,1026.92,1409.15,1003.17,851.88,1006.69,928.9,989.76,549.92,1337.25,1058.58
Atu1768,28.37,23.97,23.5,30.29,34.29,30.13,39.14,36.57,44.1,41.45,35.05,35.25,27.23,24.38,35.84,54.35,50.32,57.27,74.28,54.94,60.27,88.03,88.7,82.33,41.56,54.41,55.45
Atu1769,2689.33,2665.35,2673.74,2977.25,2905.28,3086.62,2748.75,2794.87,3068.9,2985.87,2854.28,3014.32,2441.33,2257.25,2362.49,1058.62,979.72,1394.58,1127.82,1341.43,1551.66,1852.47,1978.14,1953.61,1326.44,1214.09,1096.33
Atu1770,2178.76,2338.58,2272.02,2042.87,2306.09,2146.27,2097.92,2231.9,2073.46,2396.71,2497.68,2496.6,1845.31,1784.88,1622.14,489.38,380.34,732.39,491.89,654.31,704.3,1046.31,1106.87,1020.01,823.54,537.74,672.36
Atu1771,35.02,39.76,36.49,26.92,22.26,25.05,27.61,25.43,26.93,24.72,24.1,24.32,21.51,26.2,18.85,8.32,7.76,4.53,5.15,9.78,6.13,14.54,12.7,19.63,5.04,7.88,4.08
Atu1773,1999.23,2015.23,2072.01,1136.99,1181.3,1128.41,1106.33,1016.86,1109.29,960.26,1023.89,1008.96,1070.13,1213.57,1099.49,113.42,125.24,234.3,71.42,69.09,66.09,99.89,135.96,103.26,123.16,123.29,130.56
Atu1774,119.43,114.9,121.57,64.01,57.72,58.52,67.28,69.43,64.15,58.02,68.42,62.43,57.47,54.15,57.72,44.53,30.98,44.43,13.7,16.95,17.78,27.12,32.49,31.95,64.57,35.78,44.8
Atu1775,243.2,246.26,233.2,141.18,130.0,144.2,134.31,134.63,133.93,149.01,152.82,159.78,107.91,111.36,108.65,86.56,56.07,87.57,29.69,28.45,47.46,55.62,49.67,54.41,164.36,77.95,111.57
Atu1776,51.33,55.63,58.65,42.4,25.1,40.37,62.55,43.97,47.75,45.61,44.33,37.21,26.55,29.5,31.01,7.1,10.75,10.6,7.27,10.15,7.9,11.49,15.94,12.55,10.17,10.96,6.8
Atu1777,58.48,49.24,59.7,146.92,47.99,90.09,95.68,77.59,95.71,179.85,63.16,67.86,70.8,61.05,65.08,449.45,494.33,456.27,1854.65,1129.87,289.58,1741.54,1442.6,1082.71,326.16,1788.71,1542.84
Atu1778,98.83,88.26,97.72,73.4,62.66,70.17,70.77,67.47,72.54,67.72,67.65,65.77,61.53,73.07,76.67,11.0,11.53,16.56,10.88,9.19,7.27,11.7,16.88,13.14,29.39,12.2,11.77
Atu1779,298.54,279.15,327.0,226.85,179.3,206.99,166.06,191.1,219.51,225.78,208.1,182.33,199.22,212.77,209.42,28.44,31.25,49.31,48.73,29.13,27.49,45.82,56.7,35.81,43.39,38.2,36.73
Atu1780,32.73,29.16,30.8,33.95,25.31,28.01,35.95,36.12,39.98,33.01,33.65,30.47,29.13,29.71,36.96,10.45,9.07,8.67,7.88,5.25,8.21,11.19,13.49,9.85,20.89,10.58,11.28
Atu1781,45.91,42.81,41.03,40.54,38.7,33.4,44.52,70.27,51.51,50.29,57.44,42.35,42.27,57.68,58.03,17.92,10.95,14.02,9.26,9.96,7.76,13.82,16.33,15.4,25.51,17.71,13.77
Atu1782,25.21,24.63,27.32,28.9,17.34,24.68,21.84,22.23,23.35,28.67,23.1,23.34,19.5,16.16,30.77,19.05,24.21,17.33,21.17,19.86,10.92,48.6,37.01,42.39,11.4,16.02,10.57
Atu1783,93.19,74.75,96.94,79.18,71.79,70.75,80.24,89.77,124.59,139.18,101.0,113.38,96.17,51.54,94.63,117.32,121.91,142.83,185.6,100.89,110.5,213.88,170.61,224.49,128.06,84.25,84.74
Atu1784,94.35,80.37,94.52,90.32,77.55,92.09,89.68,74.35,86.91,74.3,94.98,84.25,65.69,73.97,76.6,41.92,36.21,37.18,35.66,42.69,22.69,27.34,34.7,32.26,21.31,29.17,29.12
Atu1785,63.99,60.29,60.58,52.26,40.05,43.03,41.82,38.28,52.04,48.62,35.16,48.74,36.25,44.63,47.56,9.06,7.2,13.11,5.96,3.04,6.3,14.59,12.53,6.95,11.62,14.39,6.44
Atu1786,146.4,139.8,157.13,102.61,110.3,102.75,99.61,118.12,115.36,116.34,127.97,119.04,102.27,87.75,107.22,17.76,14.84,27.8,14.44,16.1,10.63,25.6,35.37,22.48,24.75,24.86,26.09
Atu1787,125.01,120.25,127.08,97.18,117.39,97.97,96.53,102.11,106.02,95.96,86.73,95.71,95.67,99.24,106.5,21.55,21.71,30.27,33.64,19.6,23.85,25.89,28.36,28.51,32.54,26.63,25.72
Atu1788,42.79,39.48,41.91,68.76,63.28,76.99,69.73,70.49,69.52,56.77,54.58,53.37,68.6,57.53,81.55,28.04,38.14,43.6,22.75,26.52,32.01,41.99,35.66,39.25,38.32,24.18,27.11
Atu1789,872.21,848.99,836.04,1705.97,1809.39,1802.04,1580.54,1650.96,1656.82,1441.7,1445.17,1516.32,1577.62,1505.7,1443.18,615.31,441.4,747.9,493.68,755.18,904.26,826.51,823.75,812.27,993.29,596.3,713.74
Atu1790,59.71,56.84,57.29,139.65,143.01,147.4,154.12,142.31,157.82,108.91,111.31,129.19,118.54,131.68,128.66,34.94,20.1,58.36,21.03,33.48,39.73,34.7,49.44,37.32,131.47,38.32,47.34
Atu1791,55.43,52.66,70.64,161.74,132.12,158.37,146.03,144.52,143.38,116.82,117.12,127.57,121.18,126.03,123.12,29.12,20.33,42.85,27.92,38.76,39.76,45.07,43.2,37.74,100.82,33.06,36.15
Atu1792,93.53,86.35,89.18,178.53,164.5,177.24,183.02,193.05,211.25,155.45,154.82,162.26,154.77,147.25,166.32,44.19,29.87,67.38,56.28,60.23,94.99,63.94,76.55,66.16,99.01,49.77,65.55
Atu1793,109.11,98.12,106.6,125.79,111.16,125.43,135.16,122.36,143.06,120.75,120.17,108.89,118.03,116.48,125.26,104.54,93.91,105.74,145.88,109.42,114.07,109.35,108.15,115.64,129.88,131.24,118.5
Atu1794,149.68,137.66,141.51,125.04,107.47,114.37,183.65,140.78,140.87,150.94,154.64,149.41,146.68,127.03,138.55,419.96,524.0,392.48,792.03,699.4,590.13,879.44,808.27,811.65,305.01,415.86,358.15
Atu1795,41.02,44.15,51.18,29.94,22.67,23.54,23.87,29.81,31.46,35.91,31.02,25.39,24.37,24.61,31.1,10.07,11.02,10.19,11.44,8.33,6.02,8.84,12.46,11.2,6.59,7.17,9.46
Atu1796,138.0,100.82,109.77,59.55,34.14,44.05,68.34,52.69,55.15,49.49,52.12,47.79,57.67,59.84,76.65,15.41,10.36,16.66,8.09,7.14,8.34,11.63,16.57,13.61,12.91,12.69,13.01
Atu1798,39.99,21.78,32.05,45.62,18.93,35.9,59.16,50.57,51.81,45.16,40.15,41.44,39.29,56.07,77.52,46.17,33.85,41.77,34.26,23.46,18.98,35.82,29.95,26.88,22.58,34.67,43.48
Atu1799,56.67,53.7,61.57,46.7,45.28,47.42,49.01,55.84,64.89,49.47,50.6,47.63,47.66,52.85,61.91,8.35,11.72,11.29,4.34,6.58,7.05,10.83,11.82,14.0,10.9,8.41,6.19
Atu1800,283.86,273.45,291.53,251.04,247.17,238.37,233.33,242.41,250.49,265.01,271.55,268.89,206.47,176.18,173.07,90.44,49.44,118.63,28.36,43.88,51.9,68.34,74.28,60.86,147.48,87.39,113.92
Atu1801,304.88,311.68,316.16,351.6,340.83,358.28,290.41,332.27,346.42,352.13,410.51,347.74,323.56,281.18,284.83,78.98,51.69,114.15,33.74,38.96,66.19,51.08,56.1,42.34,153.72,85.46,114.81
Atu1802,468.24,448.04,442.55,535.38,560.54,600.4,502.07,567.93,568.55,594.96,605.18,606.89,529.55,447.1,425.94,104.05,40.96,171.65,19.06,44.74,60.39,54.59,68.83,54.41,269.8,122.72,153.64
Atu1803,307.79,274.27,297.68,322.64,309.38,325.41,314.71,353.67,399.47,420.84,416.82,386.37,397.46,262.06,288.83,359.33,269.67,406.16,210.92,261.02,346.32,208.78,290.91,240.38,484.34,420.6,493.15
Atu1804,96.76,86.46,89.32,154.49,113.59,121.14,125.99,141.47,136.08,131.03,145.34,139.02,103.05,114.83,150.39,69.31,51.33,87.55,33.22,44.5,48.18,40.5,37.81,26.97,80.86,88.1,100.54
Atu1805,2224.28,1843.24,2083.27,355.11,176.74,189.74,301.46,337.86,287.62,415.08,474.47,472.18,199.73,225.47,149.86,26540.07,43036.6,22071.01,39755.19,24934.36,22650.66,35607.37,34134.17,43482.03,11033.85,20595.31,16464.85
Atu1808,8.18,10.5,8.58,4.2,2.86,4.89,4.62,3.95,4.23,4.05,3.69,3.62,4.98,4.06,4.28,33.23,43.04,27.94,26.74,25.4,17.07,34.36,28.39,30.87,8.78,11.93,11.07
Atu1810,862.59,786.32,895.65,719.7,629.19,631.53,713.92,813.89,863.26,674.75,744.1,659.28,693.6,652.24,637.89,328.23,202.29,367.2,102.74,125.0,126.91,184.27,232.44,208.41,377.49,318.33,380.84
Atu1812,6.46,6.58,2.54,3.12,1.48,5.84,11.52,5.76,7.42,4.08,2.87,1.36,6.77,3.84,7.11,13.78,13.03,4.08,7.42,8.78,6.63,14.17,3.49,9.21,5.71,7.3,6.42
Atu1813,21.83,21.29,24.31,47.2,42.77,48.9,115.21,142.71,134.11,116.95,164.45,145.71,38.63,31.75,43.35,53.0,74.24,86.07,45.79,50.33,42.39,55.83,64.21,71.1,91.54,69.01,83.14
Atu1814,12.16,13.87,17.11,27.25,27.48,44.74,217.01,319.28,221.42,331.8,421.4,377.02,30.78,24.79,37.18,29.8,22.44,61.77,10.02,12.88,14.04,21.43,16.18,24.56,96.82,38.6,49.35
Atu1815,126.72,135.44,120.3,42.43,43.82,46.58,54.68,46.71,49.14,51.38,47.82,51.62,45.97,46.6,44.33,83.34,94.4,84.89,67.99,52.35,38.05,83.19,77.91,79.2,62.2,67.28,72.09
Atu1816,67.5,62.12,88.58,32.89,26.28,31.08,30.2,37.64,33.79,26.55,34.51,31.91,26.31,26.41,24.87,43.03,56.92,44.21,42.35,33.06,24.52,48.72,53.13,51.0,35.46,40.54,38.92
Atu1817,94.56,96.67,95.49,40.83,33.65,34.62,38.46,37.55,33.98,38.67,44.98,39.8,27.28,30.78,32.02,69.05,70.53,57.26,46.13,32.62,27.16,70.35,70.5,71.18,50.1,56.71,53.99
Atu1818,97.17,107.64,90.02,52.48,46.6,37.5,46.75,60.94,57.55,47.18,55.29,50.16,44.28,55.51,48.76,57.15,61.61,63.96,25.52,36.8,31.54,52.49,54.24,70.8,30.77,36.8,33.47
Atu1819,322.14,296.89,325.2,216.79,160.92,188.07,199.01,228.5,236.58,280.75,252.75,264.57,257.68,226.51,251.84,779.71,1343.9,693.97,1890.19,920.17,820.11,1416.81,1249.96,1452.67,450.08,860.91,682.19
Atu1820,191.45,201.7,183.02,181.56,127.3,147.85,166.69,164.68,199.13,189.19,185.63,141.5,196.59,166.15,206.99,183.01,189.27,189.34,237.39,146.54,149.85,234.26,203.6,258.43,158.61,198.8,182.89
Atu1821,189.34,218.2,209.97,156.03,142.52,169.66,169.77,145.62,159.79,147.31,141.58,139.21,177.44,213.32,190.85,66.71,65.15,81.94,52.53,41.56,50.35,112.66,122.44,122.8,78.92,72.21,68.52
Atu1822,299.67,345.12,333.78,222.2,229.58,234.57,242.58,228.32,227.79,232.28,228.8,231.88,249.19,273.14,252.33,88.32,86.34,112.81,88.56,79.92,73.27,196.29,208.48,193.5,110.97,92.6,86.24
Atu1823,387.35,433.09,412.95,290.14,312.24,327.25,316.7,304.06,302.39,291.05,292.02,312.54,347.14,355.16,321.24,135.66,123.95,161.97,112.64,108.61,91.53,270.16,299.2,263.64,146.8,119.25,132.45
Atu1824,331.77,356.1,363.42,281.71,262.48,264.8,273.4,278.91,266.97,261.65,245.23,261.7,286.93,290.18,309.33,145.97,140.99,168.97,124.89,108.82,86.94,251.96,274.77,276.51,124.52,135.7,117.06
Atu1825,49.91,48.77,49.73,50.58,45.19,49.07,73.76,62.33,64.7,49.81,50.07,50.24,65.92,58.45,91.21,56.81,46.36,55.88,39.2,24.49,26.62,54.04,58.54,67.44,44.26,46.5,44.33
Atu1826,452.2,456.02,457.52,476.62,442.58,460.45,386.36,381.81,439.25,309.66,284.17,301.39,386.8,462.97,405.74,47.62,34.79,75.42,33.79,40.37,32.8,45.62,67.65,56.02,58.2,63.94,64.02
Atu1827,28.47,20.83,25.76,30.18,24.73,25.61,24.45,25.55,29.43,23.7,24.5,28.98,24.51,18.59,23.33,28.63,16.55,24.34,11.55,16.97,15.42,23.03,19.2,25.36,21.38,25.09,25.89
Atu1828,379.66,405.01,422.27,240.4,207.98,226.15,262.43,228.49,241.01,214.69,212.11,209.28,218.33,301.52,262.87,15.34,18.64,36.34,15.75,18.17,11.26,22.71,31.69,23.92,29.26,30.16,30.66
Atu1830,177.99,164.5,198.81,213.3,196.43,177.98,190.86,226.16,200.19,226.16,215.41,217.7,178.77,140.26,154.82,94.76,93.95,105.55,57.73,67.2,67.89,98.32,126.19,114.71,155.18,83.77,76.68
Atu1831,31.86,30.41,29.56,24.95,27.33,28.8,44.74,38.66,31.41,29.7,40.98,33.11,23.2,26.77,29.89,10.67,6.73,13.07,5.94,4.33,3.42,9.83,10.13,9.68,12.06,6.07,7.66
Atu1832,82.48,74.14,74.69,100.19,109.73,90.28,65.85,99.34,100.46,114.13,97.05,103.57,95.5,71.31,73.81,43.68,24.32,56.64,36.49,29.58,35.87,72.59,70.05,72.29,164.15,71.13,105.63
Atu1833,362.69,378.88,389.77,531.82,471.49,504.76,487.88,412.93,470.41,358.4,374.19,343.79,384.54,487.7,501.17,32.67,33.25,84.9,37.51,30.81,25.22,45.77,56.87,43.38,39.4,58.94,56.96
Atu1834,139.41,140.04,139.57,225.82,192.13,201.91,198.92,164.28,205.67,139.35,119.72,151.02,137.97,204.49,210.97,11.75,16.35,32.12,11.74,9.57,8.75,16.99,23.42,19.57,14.44,12.06,22.32
Atu1835,8.62,6.39,1.85,5.68,17.79,9.92,12.01,8.58,11.34,5.35,16.71,8.15,17.26,15.73,11.3,15.89,15.87,15.16,6.48,2.62,0.0,10.64,16.19,11.5,6.8,7.09,7.01
Atu1836,7.28,8.25,5.74,14.05,10.01,13.52,20.95,17.7,23.41,11.03,8.62,8.79,12.72,15.69,12.03,19.84,18.35,11.04,15.05,12.59,7.47,16.46,15.23,18.54,8.48,8.68,6.78
Atu1837,90.09,82.17,78.59,62.52,54.05,63.73,66.99,86.75,96.1,78.55,68.65,65.32,72.99,61.62,79.12,86.28,72.76,91.72,123.77,89.96,101.72,93.4,103.17,91.86,66.61,87.82,72.08
Atu1838,72.41,67.32,74.84,72.2,59.99,70.85,91.0,81.59,81.87,72.92,74.04,78.1,67.36,73.8,78.49,28.55,19.73,31.54,14.75,25.39,24.79,27.99,33.18,29.03,47.36,30.55,41.01
Atu1839,139.76,136.53,159.08,126.99,112.8,110.63,117.44,110.22,126.53,112.02,111.14,121.92,114.32,118.83,118.45,24.77,17.79,25.14,15.61,15.55,20.83,25.59,29.86,25.63,62.44,27.0,28.98
Atu1840,29.54,34.12,41.34,35.36,27.06,34.33,36.51,29.26,29.29,26.05,34.55,31.64,25.23,41.14,36.14,12.86,9.68,13.72,4.36,3.69,9.75,11.16,11.35,8.02,18.31,9.54,8.09
Atu1841,385.54,391.27,413.41,242.11,224.0,254.73,392.74,280.52,274.06,294.29,280.88,284.33,217.78,249.98,273.26,24.7,22.17,53.61,17.63,18.97,16.44,30.8,42.41,24.03,45.83,35.23,29.3
Atu1842,380.74,408.66,411.62,268.82,192.07,265.25,247.95,246.2,284.6,268.71,241.94,269.3,165.9,217.18,202.72,45.1,48.44,64.46,84.04,65.41,40.06,73.9,84.29,75.3,48.8,65.84,56.66
Atu1843,664.1,700.15,696.68,566.79,493.46,554.7,523.47,496.43,526.84,440.97,400.67,393.3,502.71,488.91,568.83,61.6,67.94,108.23,65.47,61.33,56.76,85.54,108.03,93.26,106.06,98.66,98.73
Atu1844,632.74,615.02,611.14,480.01,437.36,424.07,451.11,490.65,467.47,376.21,431.63,388.34,354.2,406.46,529.46,61.73,64.56,101.64,74.77,51.77,56.66,80.71,128.39,101.52,78.69,77.47,66.1
Atu1845,637.07,650.33,645.36,528.15,461.93,503.83,457.32,472.76,506.37,439.79,469.34,452.3,411.02,491.57,452.55,39.72,39.0,90.04,52.16,40.59,29.98,68.0,63.39,69.63,66.61,60.34,58.05
Atu1846,140.39,129.29,114.64,157.94,140.94,139.5,148.14,126.68,132.63,114.15,104.09,110.62,108.99,132.29,137.41,8.86,10.01,20.19,4.68,9.23,3.49,12.11,9.63,13.15,11.19,14.5,15.19
Atu1847,29.97,21.39,34.83,9.4,11.34,7.22,10.2,14.58,17.55,24.42,19.3,16.06,22.31,14.03,17.56,43.16,44.64,26.72,40.79,32.78,28.84,67.79,53.41,66.42,38.29,37.25,25.13
Atu1848,40.28,34.05,34.89,36.34,31.34,35.04,28.92,40.16,41.08,38.34,34.73,37.48,34.02,27.38,32.42,48.6,45.35,47.44,30.17,30.19,30.85,53.82,66.35,66.38,18.23,34.93,29.62
Atu1849,55.6,48.78,45.85,80.14,59.76,77.6,75.48,74.35,80.46,93.22,84.08,88.76,104.63,75.08,63.17,142.36,87.94,113.31,51.86,82.84,110.51,72.12,93.33,81.82,136.91,151.09,166.25
Atu1850,329.57,349.43,352.25,281.04,272.97,290.81,278.79,263.12,273.36,246.37,262.8,257.31,268.76,302.78,280.06,28.23,23.75,51.11,19.07,22.64,23.2,31.75,41.56,29.62,63.15,36.5,48.22
Atu1851,1430.41,1396.55,1318.7,1159.64,951.49,1005.31,1036.53,1040.49,1219.35,1349.55,1389.95,1236.39,977.29,892.25,994.87,1718.29,2356.59,1798.1,2099.08,1609.9,1808.89,1565.1,1469.0,1487.29,1758.2,1846.71,2171.74
Atu1852,43.63,41.64,41.35,19.84,18.39,16.23,17.37,17.08,22.55,14.07,13.83,14.21,16.82,17.62,24.58,9.93,9.38,4.69,3.58,5.03,4.61,6.89,5.17,6.59,4.52,5.41,5.06
Atu1853,77.95,60.71,84.17,225.78,164.02,205.26,222.58,236.5,240.47,229.64,202.03,230.41,214.73,179.85,214.65,507.48,345.03,419.83,447.95,434.9,448.02,540.0,513.87,594.43,535.37,652.01,607.33
Atu1854,1889.1,1964.68,2083.03,1588.87,1390.99,1432.32,1590.76,1648.41,1590.23,1770.07,1802.65,1686.85,1789.11,1369.36,1220.9,1529.56,1200.01,1612.55,1008.12,1112.07,1362.73,1492.4,1631.02,1628.57,2557.48,1386.85,1746.91
Atu1855,211.75,234.85,219.52,151.04,120.9,134.59,214.91,146.68,156.55,131.39,127.69,122.88,134.11,187.58,207.82,28.73,23.22,41.58,30.19,46.4,40.88,61.61,56.07,58.43,206.54,40.43,36.18
Atu1856,170.07,160.37,161.83,108.12,112.19,109.34,88.81,95.17,106.86,140.09,148.86,136.63,81.71,85.27,92.5,25.69,20.44,30.99,23.94,26.99,26.53,30.17,30.84,24.63,31.22,22.19,23.4
Atu1857,67.37,69.45,73.97,59.08,50.85,64.56,51.72,57.11,60.87,49.96,48.7,60.56,53.77,64.46,62.55,10.63,9.41,14.28,6.87,10.27,11.51,7.52,12.11,13.71,11.61,9.6,9.08
Atu1858,77.73,76.25,74.31,61.25,58.12,63.02,75.42,62.2,64.82,60.53,60.27,49.72,56.61,62.92,78.88,20.73,20.87,24.16,15.53,14.17,16.6,19.95,23.81,23.96,22.32,21.04,20.99
Atu1859,54.23,58.98,63.91,69.26,67.48,61.64,65.59,67.52,73.56,50.08,56.72,56.25,63.08,67.72,77.91,14.9,13.66,14.96,9.68,10.24,10.25,12.57,13.18,14.17,14.26,15.97,9.19
Atu1860,5883.55,6431.25,6552.47,5283.39,5426.55,5407.56,4952.9,4319.6,4706.94,4361.59,4512.54,4429.41,4373.88,5152.99,4893.28,132.97,145.41,707.85,94.33,96.28,109.68,152.27,174.59,142.66,770.18,317.48,442.68
Atu1861,12.58,11.56,9.73,4.72,4.49,5.05,10.43,8.84,9.47,9.54,9.31,8.66,6.65,7.69,9.94,19.39,16.59,11.84,15.73,10.37,7.53,15.72,13.78,16.38,7.08,17.03,7.29
Atu1862,115.94,118.22,110.39,74.49,57.56,68.75,90.44,75.8,82.73,77.06,74.61,65.76,70.27,82.99,91.92,17.1,15.82,20.49,14.93,12.54,17.82,18.07,26.44,16.96,31.05,25.15,34.29
Atu1863,48.72,43.4,48.1,87.64,51.5,77.1,96.05,76.6,105.5,51.32,51.26,44.78,46.25,71.82,93.84,19.15,15.4,23.35,15.02,24.34,14.61,18.77,20.77,23.83,37.83,17.58,13.57
Atu1864,77.97,67.8,76.34,250.43,148.8,234.55,406.97,226.38,259.11,150.95,156.17,139.54,147.64,327.7,432.44,132.69,129.27,151.35,118.68,155.37,138.67,193.6,190.65,179.65,334.55,126.76,121.41
