locus_tag,LB1,LB2,LB3,Glucose1,Glucose2,Glucose3,Mannose1,Mannose2,Mannose3,Mannitol1,Mannitol2,Mannitol3,Arabinose1,Arabinose2,Arabinose3,Acetate1,Acetate2,Acetate3,Succinate1,Succinate2,Succinate3,Fumarate1,Fumarate2,Fumarate3,PCA1,PCA2,PCA3
Atu3014,138.37,100.35,103.33,131.63,108.71,136.56,115.74,134.35,147.22,179.07,168.95,151.08,154.81,113.86,166.45,324.86,336.75,311.64,340.51,233.1,262.1,278.59,263.79,313.24,290.16,416.08,305.51
Atu3015,60.08,65.78,62.51,60.55,78.27,77.83,61.01,71.32,68.4,96.98,69.73,83.25,63.94,27.04,40.18,67.05,51.82,63.02,44.65,51.12,66.51,126.07,102.95,130.26,78.1,70.09,68.41
Atu3016,15.79,12.99,19.87,6.64,6.31,8.75,4.83,8.55,10.01,13.32,16.29,6.74,6.09,8.18,4.13,4.89,3.91,3.48,2.63,5.1,3.53,4.4,9.29,5.61,4.42,1.15,5.7
Atu3017,13.0,6.89,12.29,4.52,6.44,6.11,5.31,6.07,4.3,5.32,6.23,7.37,8.18,5.56,6.09,8.32,6.53,1.77,2.69,5.2,1.2,5.13,3.16,4.77,3.01,6.46,5.81
Atu3018,61.29,59.66,59.28,59.94,45.99,56.48,60.99,46.76,53.07,39.83,42.96,46.29,45.58,54.32,49.5,20.81,16.12,19.48,7.82,11.95,18.39,19.15,16.93,18.25,22.45,12.14,25.36
Atu3019,67.74,65.3,75.7,95.21,83.69,90.29,120.65,111.53,117.68,109.39,107.71,114.37,102.26,93.68,140.57,225.29,208.28,255.56,127.39,122.83,151.86,187.53,164.96,188.71,234.04,250.23,222.11
Atu3020,18.06,22.58,18.3,25.53,28.83,20.98,18.82,18.2,22.0,19.8,16.33,15.24,19.48,13.23,21.31,24.08,17.11,18.59,5.56,12.91,11.42,11.94,12.28,12.62,59.7,24.78,42.54
Atu3021,9.72,8.52,9.23,16.06,29.25,19.8,12.79,16.79,17.55,10.59,12.77,12.04,15.42,12.28,11.97,16.51,11.57,14.18,4.39,6.55,11.39,12.5,6.99,15.45,67.55,21.67,32.15
Atu3022,11.01,13.57,8.74,17.37,23.06,17.38,17.51,15.71,16.14,13.46,12.92,18.34,15.41,18.47,11.26,22.09,11.25,10.29,4.59,9.14,7.59,12.78,10.18,15.37,58.72,23.77,38.95
Atu3023,6.93,6.71,7.58,6.02,10.73,17.07,8.22,10.37,10.39,11.23,8.08,7.54,11.12,7.19,8.75,15.16,8.95,8.68,2.87,5.01,6.4,9.62,6.95,9.69,37.47,17.43,24.22
Atu3024,14.22,13.61,12.67,49.37,63.82,59.51,33.62,39.1,39.27,24.37,25.83,24.59,41.49,36.36,36.87,68.28,35.51,58.42,23.97,67.28,105.3,41.83,35.63,47.97,82.22,129.34,202.02
Atu3025,15.08,13.77,11.01,22.41,21.71,24.53,21.1,23.16,21.82,18.57,20.62,19.4,18.85,20.7,17.37,20.42,12.0,15.0,6.44,12.62,16.05,12.62,10.6,14.97,17.4,27.19,47.28
Atu3026,27.71,25.56,29.15,28.33,30.06,26.34,25.43,26.62,25.49,31.52,26.88,26.59,20.9,20.18,15.43,20.44,15.23,16.7,6.95,26.75,31.54,21.12,18.82,22.61,16.95,38.69,48.98
Atu3027,5.83,5.63,3.27,6.44,7.76,6.24,7.17,6.38,7.14,6.28,7.77,5.66,6.37,6.57,5.39,8.68,8.36,4.72,1.27,5.46,5.67,6.25,4.47,6.75,4.55,5.9,6.0
Atu3028,3.83,4.3,2.94,4.99,4.54,4.85,3.49,4.19,4.95,3.92,3.32,3.26,4.7,3.59,4.32,5.31,5.75,3.27,1.98,2.98,0.88,3.54,1.4,5.62,3.19,3.68,4.07
Atu3029,8.82,8.74,6.22,12.95,12.38,13.72,12.24,12.24,11.14,12.53,13.06,13.78,9.94,10.81,11.7,12.93,9.49,10.03,4.18,8.04,13.86,8.31,9.23,10.89,12.13,14.95,5.34
Atu3030,1.18,3.22,1.4,3.43,2.85,3.57,6.63,6.63,6.53,7.63,3.16,4.11,5.47,5.81,8.19,16.43,15.44,15.28,15.1,13.18,14.6,15.59,10.56,16.3,12.28,14.28,5.3
Atu3031,66.3,43.41,42.9,280.96,216.72,261.76,211.32,258.2,297.94,205.54,157.16,180.81,201.12,201.69,220.78,151.14,66.76,153.29,57.71,142.83,135.41,131.75,145.85,140.16,156.97,100.95,117.04
Atu3032,158.12,124.29,132.49,662.91,752.99,723.41,582.91,567.57,587.87,504.23,431.46,477.07,627.34,549.86,601.34,176.34,50.07,206.58,90.89,180.49,268.48,245.39,246.23,253.68,213.98,122.39,151.89
Atu3033,47.13,33.12,33.12,145.71,148.49,138.71,125.92,129.66,139.56,98.49,80.62,105.37,130.23,142.29,118.24,15.63,20.9,31.16,5.27,17.0,17.65,32.22,31.73,34.46,10.13,8.64,9.97
Atu3034,3.9,2.84,2.3,6.45,5.74,6.29,7.92,7.72,6.33,4.43,4.82,7.63,7.71,3.72,10.54,10.1,20.41,12.04,15.25,14.55,5.14,18.21,14.21,22.47,4.03,7.55,4.36
Atu3035,7.76,6.6,8.78,7.2,6.04,7.57,8.5,7.26,7.6,10.07,8.35,8.57,8.06,6.56,7.24,6.61,7.13,6.28,3.03,3.56,4.4,7.65,4.14,9.62,4.33,4.08,3.73
Atu3036,27.48,25.59,32.66,10.32,7.05,6.18,11.92,11.16,9.98,10.98,12.86,10.67,8.32,6.56,7.1,20.12,22.51,19.1,8.14,10.9,14.75,15.94,18.77,18.8,15.04,17.46,13.78
Atu3037,15.25,14.14,13.31,2.76,1.43,2.66,4.05,5.31,4.66,4.73,4.62,5.08,2.51,4.17,3.12,8.87,11.37,3.94,2.33,4.43,2.4,7.7,9.05,11.28,9.78,8.22,7.36
Atu3038,9.47,9.75,9.65,1.61,2.01,2.18,3.05,2.64,2.01,3.38,3.46,2.81,2.69,2.61,3.01,8.41,8.62,4.12,1.73,5.47,5.14,7.56,8.12,8.68,7.52,4.72,3.74
Atu3039,13.94,11.41,10.79,2.42,1.72,1.86,4.8,3.94,3.35,5.47,4.32,2.88,2.96,2.63,3.27,7.54,7.61,3.57,2.44,1.97,1.81,6.06,4.89,5.4,3.83,3.55,2.63
Atu3040,13.34,11.27,13.54,2.15,4.31,3.29,4.62,3.64,4.74,4.9,5.75,5.73,3.65,4.69,5.71,8.63,8.47,7.98,4.18,5.1,1.56,8.15,7.53,9.89,4.19,3.35,5.27
Atu3041,30.3,28.77,28.99,17.0,17.78,14.46,17.76,14.1,15.66,9.91,10.73,11.28,15.91,16.72,14.59,22.63,20.3,22.52,8.91,23.7,32.15,30.96,29.69,23.36,29.79,23.54,34.41
Atu3042,6.95,6.37,8.05,4.93,2.64,2.69,5.07,2.8,3.67,4.52,4.54,2.15,3.66,5.32,3.58,5.6,6.24,2.42,2.93,4.42,2.62,3.85,5.0,10.02,2.67,3.21,4.13
Atu3043,7.35,7.8,5.99,2.16,2.36,1.71,3.26,2.46,2.05,1.36,2.25,2.35,3.06,2.66,2.69,5.3,6.52,2.03,1.54,3.2,2.06,3.19,4.71,5.74,1.94,2.69,1.89
Atu3044,19.57,16.33,18.16,6.79,7.84,9.94,14.16,10.5,10.03,9.93,7.11,10.55,9.87,9.09,12.97,8.28,8.24,3.31,1.84,2.88,4.11,6.39,4.32,8.16,4.09,2.38,1.81
Atu3045,19.76,25.53,28.03,49.61,52.11,53.19,39.42,43.91,63.1,37.46,39.21,31.15,50.02,33.49,56.6,18.74,19.63,18.99,9.08,14.66,7.1,19.51,17.61,18.93,36.21,14.39,9.82
Atu3046,2.77,2.94,3.27,9.01,8.92,9.17,8.83,8.16,10.01,6.95,5.84,5.99,9.65,8.64,9.97,7.62,7.81,6.56,4.41,5.0,3.19,8.82,4.34,6.98,8.42,5.73,4.12
Atu3047,2.4,1.22,1.82,7.45,7.43,5.58,3.13,6.13,6.74,2.73,2.74,4.22,5.18,6.89,4.79,8.78,8.03,3.32,1.42,5.91,1.98,4.02,3.54,8.02,4.96,2.91,3.26
Atu3048,1.12,1.8,1.71,5.12,6.96,6.54,5.86,5.28,5.98,2.74,3.0,3.65,7.18,6.24,4.78,4.8,10.1,4.57,5.81,9.3,7.05,5.35,5.86,9.29,5.23,3.09,4.67
Atu3049,10.12,7.13,5.76,22.11,23.34,23.19,21.94,21.34,25.0,14.12,16.67,15.56,19.15,19.93,20.89,26.78,18.81,24.18,19.49,27.72,29.1,19.97,19.33,22.85,48.42,24.32,22.1
Atu3050,13.88,11.11,15.33,16.78,17.17,16.28,18.0,18.25,17.2,20.22,18.65,17.79,15.23,12.59,13.13,11.75,11.3,9.4,13.76,13.27,13.52,11.61,12.27,15.36,14.94,11.93,6.41
Atu3051,22.36,16.88,21.85,20.86,22.84,19.04,31.37,26.82,25.55,26.64,25.49,26.02,15.55,18.98,24.99,15.59,14.41,10.27,18.44,10.52,8.94,11.67,9.66,17.74,12.9,10.2,13.7
Atu3052,21.07,21.16,21.19,17.31,23.36,20.46,26.85,33.05,39.01,36.12,46.93,34.49,23.35,17.67,26.64,26.84,34.04,30.78,22.76,26.58,18.16,20.57,21.02,21.63,29.11,20.61,23.91
Atu3053,5.57,3.69,3.51,17.87,12.06,18.12,27.42,22.96,27.05,21.74,23.62,17.9,12.55,13.66,16.81,22.37,15.23,19.12,12.57,19.2,27.22,14.43,14.88,16.17,20.2,15.42,14.73
Atu3054,41.02,42.36,36.75,34.05,29.38,45.22,35.84,47.28,41.59,43.97,41.25,41.5,37.64,27.96,37.79,17.84,15.42,20.66,5.27,6.97,8.15,14.18,12.38,12.34,15.49,11.96,16.8
Atu3055,1.45,0.86,1.43,0.87,0.75,2.07,2.2,1.76,3.49,1.1,0.97,1.37,1.22,0.97,2.61,9.14,7.59,2.2,5.24,5.64,2.23,4.92,3.08,7.86,3.23,2.86,2.29
Atu3056,0.78,0.79,0.74,0.79,0.16,0.42,1.87,1.25,1.77,1.06,0.83,1.1,1.08,1.56,1.26,5.56,7.01,2.66,2.89,3.46,4.13,4.89,2.93,6.85,2.81,2.64,1.83
Atu3057,4.06,1.68,3.54,2.94,2.99,3.67,5.29,5.22,5.0,3.74,5.28,4.48,2.31,4.01,3.92,21.35,33.95,14.52,26.58,18.82,15.63,24.81,17.74,25.36,4.61,11.14,5.08
Atu3059,12.93,10.82,14.26,29.76,25.58,24.24,38.79,34.08,35.21,27.43,29.19,30.38,27.32,30.21,30.35,51.26,36.72,49.52,16.66,19.43,28.3,32.15,32.36,37.61,66.57,38.82,53.4
Atu3060,4.28,3.97,3.68,4.28,2.73,3.73,5.56,5.96,5.55,4.51,6.12,4.19,4.85,4.27,6.17,65.72,51.43,60.19,257.36,150.27,138.88,52.11,42.62,54.64,25.09,59.33,50.18
Atu3061,24.52,24.92,27.25,34.89,25.57,32.31,47.32,34.15,36.77,32.99,34.75,32.99,30.43,33.27,38.83,57.48,66.63,57.09,107.29,56.95,51.86,53.81,47.63,59.39,54.83,70.45,60.14
Atu3062,5.79,5.45,8.25,5.59,5.36,8.73,10.51,7.59,12.74,17.73,20.58,18.68,5.89,5.76,8.7,9.67,9.23,5.41,10.75,10.57,12.35,8.43,9.38,11.31,9.88,8.39,5.81
Atu3063,24.67,23.2,22.16,80.27,97.35,75.58,49.68,52.61,63.26,63.22,45.47,53.17,52.01,49.09,52.27,59.65,26.4,50.87,72.04,201.0,270.88,63.85,72.03,60.68,117.03,98.49,138.1
Atu3064,8.74,11.82,9.21,26.43,34.71,24.91,20.67,20.95,20.63,25.51,17.23,21.75,18.54,22.38,21.59,16.63,16.06,16.66,22.79,48.84,48.3,20.41,23.79,20.57,38.5,21.27,29.54
Atu3065,16.27,12.25,10.79,28.63,30.44,28.73,21.75,21.2,22.64,21.44,23.51,26.31,15.31,21.77,18.23,15.57,9.45,9.35,16.03,30.45,33.72,15.57,23.1,15.76,25.52,23.03,22.61
Atu3066,11.45,11.09,9.98,19.69,23.77,24.19,17.02,17.02,19.97,16.6,18.12,16.91,16.12,16.08,19.22,8.85,5.7,8.79,12.57,14.8,21.49,12.89,12.69,12.07,14.8,10.84,13.12
Atu3067,22.6,24.66,27.88,40.48,40.09,42.28,29.22,30.23,35.04,35.17,44.38,38.42,26.69,25.73,36.09,16.92,12.6,18.05,18.44,32.41,34.8,21.77,26.5,26.54,26.52,15.9,23.49
Atu3068,5.96,7.3,6.24,9.87,14.24,15.25,16.41,15.29,12.86,13.56,13.85,13.86,12.76,11.85,13.05,8.18,12.14,8.34,3.35,3.41,5.51,9.88,8.49,9.38,9.49,11.55,8.38
Atu3069,36.44,35.68,25.29,45.16,44.7,48.01,44.05,37.31,42.54,48.24,35.27,52.97,38.79,37.6,38.24,23.21,23.29,29.71,12.56,11.49,10.05,20.8,25.55,21.12,25.44,20.49,21.69
Atu3070,29.16,24.72,22.84,35.29,32.76,41.15,36.9,37.9,34.73,37.08,33.62,36.19,31.2,35.56,31.94,18.12,15.47,15.83,9.67,10.81,9.95,18.52,14.95,21.55,27.06,16.41,16.65
Atu3071,53.78,40.4,49.07,67.4,51.26,53.15,61.26,83.76,84.52,72.24,82.14,84.45,54.61,53.86,65.19,125.14,97.06,117.75,53.96,73.11,87.89,94.29,95.91,108.15,76.65,99.86,84.38
Atu3072,56.0,54.33,56.19,31.34,26.48,26.14,32.92,29.83,34.05,30.01,31.19,29.77,28.56,29.83,32.35,9.24,10.03,7.85,5.07,4.35,3.19,8.79,8.38,10.26,8.12,5.11,3.77
Atu3073,75.87,65.21,61.0,66.75,68.03,62.99,78.21,71.62,79.11,80.5,99.63,100.3,61.34,60.2,65.6,53.41,49.28,62.0,59.05,67.21,66.73,71.3,71.01,63.71,73.05,60.81,57.7
Atu3074,93.4,79.13,94.53,62.91,71.91,65.32,75.5,75.65,80.83,77.02,73.41,84.95,67.34,65.26,64.07,44.45,28.54,39.1,22.45,34.26,51.08,37.77,36.71,32.05,82.4,50.88,64.91
Atu3075,26.3,17.15,15.13,20.25,22.0,24.84,18.15,19.37,23.02,23.17,19.58,24.87,19.23,15.85,19.22,32.36,45.83,34.79,45.07,37.16,47.07,53.21,52.69,50.63,21.76,22.23,21.72
Atu3076,82.72,95.29,90.54,175.5,176.04,166.64,128.54,143.74,152.26,136.75,138.55,141.78,157.52,151.78,152.54,10.48,8.07,23.93,4.3,4.75,6.14,8.12,8.14,10.81,69.6,10.05,10.2
Atu3077,86.85,80.88,71.61,53.14,58.82,54.99,66.16,80.04,56.07,113.32,124.17,124.8,33.72,28.96,30.1,16.47,13.18,19.83,7.91,12.48,10.67,12.7,10.91,14.65,15.75,10.59,9.74
Atu3078,12.17,9.4,9.25,11.83,7.53,9.11,10.53,11.29,10.6,11.07,12.28,6.58,9.52,7.21,9.25,6.31,6.8,6.53,3.06,4.83,9.24,7.94,4.44,7.34,4.78,4.72,3.89
Atu3079,16.69,14.46,17.95,19.44,20.58,18.6,22.16,22.25,26.33,28.54,24.91,26.34,19.82,17.63,21.6,26.51,22.87,22.85,11.93,19.68,29.85,22.76,18.91,25.55,29.22,25.24,27.78
Atu3080,7.12,6.49,4.87,0.9,1.29,0.68,2.92,2.28,0.9,2.27,1.33,2.72,3.69,1.17,1.91,13.32,13.51,8.81,7.23,7.22,5.19,9.86,14.57,12.71,3.79,7.2,5.03
Atu3081,6.88,8.94,8.4,1.45,1.49,3.01,1.86,2.35,2.87,2.78,2.66,2.2,3.7,2.38,2.3,16.93,15.04,10.99,7.92,10.25,6.92,10.55,14.97,15.78,4.58,6.9,6.58
Atu3083,7.28,6.36,15.98,7.03,7.15,9.4,9.61,5.56,8.24,6.31,4.16,3.6,8.72,4.17,10.31,19.6,16.7,7.49,16.12,15.8,8.01,18.39,19.37,14.62,5.76,14.88,12.01
Atu3084,8.16,10.33,8.32,3.26,4.94,3.05,5.75,3.7,4.95,6.08,9.75,6.12,5.84,3.01,6.09,10.81,15.92,13.45,12.8,11.58,11.05,14.59,10.6,12.13,8.55,12.4,7.87
Atu3085,3.29,2.3,1.21,2.08,1.27,2.78,0.6,1.2,0.42,1.87,2.46,1.17,2.46,2.2,1.11,5.48,5.88,1.17,1.06,2.51,2.85,4.06,1.25,4.33,1.78,1.16,0.0
Atu3086,0.75,1.52,1.54,1.08,0.96,1.86,3.0,0.82,0.96,1.06,1.24,1.59,2.47,2.0,2.52,4.78,5.6,3.19,1.74,2.49,0.43,4.84,1.13,6.16,1.62,1.48,1.46
Atu3087,1.51,2.22,1.39,2.67,2.25,2.73,1.59,1.22,1.04,3.05,1.12,2.06,2.43,2.24,1.36,6.79,8.31,1.72,1.39,3.36,1.55,1.45,2.44,8.15,2.18,2.84,0.94
Atu3088,0.83,0.85,1.26,2.4,2.32,2.89,2.16,2.77,2.69,1.89,0.95,1.01,3.13,3.01,3.84,8.22,6.78,2.16,1.84,2.11,0.27,3.07,1.58,5.54,2.66,2.68,1.99
Atu3089,1.27,1.0,0.17,1.22,0.87,0.51,1.95,1.03,1.89,1.6,2.81,1.2,1.77,2.45,1.27,4.5,5.4,2.24,0.58,4.07,0.65,4.17,4.28,5.03,2.95,1.43,1.57
Atu3090,57.96,53.53,54.51,54.6,51.44,53.65,65.25,67.76,67.48,64.67,61.66,61.28,52.74,49.82,67.96,57.18,47.43,64.01,55.08,47.14,42.1,58.06,56.41,59.29,45.3,50.18,43.37
Atu3091,186.52,201.23,197.67,394.38,344.0,363.46,350.97,331.26,329.27,433.83,437.1,388.89,287.54,223.29,266.5,281.68,110.27,329.38,34.82,70.97,88.35,118.21,151.57,97.48,511.06,210.58,383.76
Atu3092,94.97,81.45,94.05,12.3,16.87,15.63,16.29,16.29,24.06,16.09,14.67,17.25,18.6,23.56,22.68,22.14,18.23,20.76,14.3,12.94,8.72,18.24,17.2,29.71,22.52,14.93,23.21
Atu3093,15.51,14.2,17.02,22.0,15.34,18.88,36.02,34.52,30.91,26.99,40.27,29.62,25.09,21.59,32.94,59.41,53.91,61.04,35.49,31.68,29.24,35.34,30.95,34.53,45.66,50.78,51.65
Atu3094,11.64,11.0,11.13,14.88,24.65,17.26,16.24,21.06,18.94,11.88,15.75,14.73,28.02,18.44,23.46,10.69,8.61,7.7,4.96,9.43,9.1,7.4,7.49,9.5,21.74,9.39,13.11
Atu3095,32.57,23.01,22.49,37.36,28.94,18.65,14.59,25.18,27.0,18.33,18.05,21.34,30.43,24.16,23.83,5082.06,6513.52,4355.05,5179.95,4079.96,3444.63,3434.72,3253.8,3561.75,1302.66,3846.34,3444.21
Atu3096,1.82,1.16,0.67,0.33,0.35,0.31,1.91,0.83,1.06,1.03,1.21,0.11,2.0,2.13,1.54,6.55,10.8,4.01,0.94,3.92,2.1,3.51,2.07,6.26,2.22,1.16,1.14
Atu3097,0.69,0.17,0.41,0.75,0.0,0.31,1.0,0.5,0.71,0.39,0.69,0.81,0.54,0.69,1.39,3.11,5.51,0.78,3.19,2.1,1.19,4.44,1.46,4.25,1.98,4.46,0.38
Atu3098,1.04,0.88,0.41,0.0,0.53,0.62,1.13,0.63,0.36,0.0,0.46,0.49,0.43,1.62,0.47,4.97,6.03,0.59,0.89,2.31,0.4,4.47,2.1,5.23,1.0,0.98,0.0
Atu3099,3.13,5.14,1.77,3.16,2.53,2.83,3.98,3.98,5.21,4.49,3.63,3.61,2.23,4.01,4.3,10.75,16.46,10.08,20.98,11.06,10.7,21.51,13.74,21.74,6.5,7.85,4.57
Atu3100,9.41,11.48,10.47,22.45,17.71,24.69,14.01,13.47,19.46,13.22,14.51,13.96,34.73,37.54,43.59,36.04,22.81,35.08,24.42,33.26,31.55,25.74,21.53,22.18,31.77,26.07,24.76
Atu3101,9.84,12.15,8.37,22.51,19.42,18.42,19.28,14.11,16.78,11.39,19.33,11.43,37.27,39.97,37.98,45.88,31.35,46.19,26.42,29.97,40.69,18.54,19.72,25.66,33.97,40.4,26.84
Atu3102,11.39,10.02,8.08,44.44,58.99,53.3,32.62,37.88,37.3,17.72,22.2,19.72,96.24,97.35,108.58,142.46,92.74,138.06,77.82,111.73,142.6,59.46,57.97,60.13,131.26,122.32,111.51
Atu3103,11.53,12.04,9.42,23.7,21.0,17.36,14.64,17.76,16.03,14.73,17.07,13.46,47.64,46.46,53.61,36.44,18.98,25.75,18.83,19.79,17.42,14.22,12.45,15.14,25.73,31.04,22.12
Atu3104,18.4,18.86,20.67,36.6,40.88,42.12,31.86,33.12,31.14,27.47,25.73,26.76,83.83,80.2,81.17,80.55,51.81,61.66,42.42,46.88,69.34,38.42,37.58,42.18,49.35,69.45,49.95
Atu3105,13.64,13.74,15.15,15.71,13.56,16.49,15.11,17.51,20.39,20.56,20.8,17.71,16.54,16.05,23.4,18.41,13.08,13.28,8.49,9.51,10.25,15.41,10.98,14.02,13.91,13.93,8.08
Atu3106,11.76,9.81,10.53,33.02,49.38,36.92,28.33,33.62,36.34,19.04,22.0,18.53,30.79,25.74,33.82,75.63,41.79,67.57,38.67,54.82,60.07,48.94,41.41,49.33,120.07,113.8,117.77
Atu3107,12.66,16.29,8.85,11.05,12.92,11.45,8.51,13.13,12.05,13.42,14.77,9.93,9.15,9.05,13.49,13.2,8.24,9.83,3.42,6.72,4.32,7.46,7.34,7.39,16.03,13.82,15.77
Atu3108,20.12,20.1,20.04,19.15,20.51,20.75,21.31,19.77,21.64,23.25,22.92,20.1,17.92,17.26,16.16,16.27,12.8,15.05,9.56,10.2,9.37,10.51,10.94,13.09,25.17,14.12,18.14
Atu3109,10.52,8.12,6.93,8.27,9.3,11.14,9.76,9.76,8.54,10.08,8.01,7.53,8.42,6.84,9.08,9.3,5.77,8.55,3.11,3.18,4.17,7.05,3.83,4.55,9.56,9.34,9.58
Atu3110,13.75,10.47,13.74,10.94,9.39,10.33,8.06,10.6,12.82,11.67,13.42,13.0,9.51,10.37,10.65,13.02,8.52,7.5,8.21,7.54,3.13,5.26,4.24,9.59,8.41,6.35,6.71
Atu3111,4.98,6.09,4.71,21.23,32.15,19.94,20.56,21.5,18.98,14.89,14.6,15.34,18.98,19.42,17.06,44.63,29.41,40.65,43.69,40.84,41.42,43.9,37.35,45.16,20.89,50.98,38.5
Atu3112,9.07,12.45,9.49,51.8,59.58,52.83,38.06,42.02,37.87,29.36,28.36,29.2,45.34,43.19,38.05,122.29,90.52,99.48,147.17,123.23,119.69,89.13,80.98,81.28,85.68,168.97,159.17
Atu3113,11.7,8.95,10.17,61.32,76.89,59.89,41.82,48.98,37.54,28.77,30.04,30.43,45.92,34.08,36.92,121.37,85.81,121.64,171.51,169.23,168.17,89.83,105.4,95.34,123.23,195.66,159.14
Atu3114,5.57,6.89,7.28,89.05,123.82,96.69,45.47,61.04,53.77,30.18,30.79,30.25,61.43,46.76,56.7,418.24,313.47,363.65,524.79,477.97,499.71,264.6,244.59,264.57,500.67,818.05,757.29
Atu3115,10.93,18.28,14.47,9.5,13.76,12.45,8.3,12.29,13.11,14.17,13.69,16.13,8.94,10.24,9.26,13.76,12.06,13.44,5.42,5.59,8.59,11.87,7.44,10.63,15.5,12.6,13.69
Atu3116,8.17,9.44,6.12,37.09,45.96,39.52,21.87,25.75,27.04,19.52,19.79,21.51,28.71,24.79,21.12,56.68,37.0,61.08,67.03,58.03,51.29,32.27,31.61,35.23,125.22,105.6,132.35
Atu3117,5.25,5.62,3.57,20.54,28.58,25.4,19.35,21.56,17.64,14.78,18.02,15.02,20.24,18.45,17.4,39.08,24.66,33.32,37.6,29.06,35.79,21.39,19.3,20.23,81.29,77.16,73.25
Atu3118,3.9,3.22,3.3,17.23,15.15,16.8,11.4,15.6,9.8,8.88,6.94,10.2,13.69,9.7,10.22,33.32,13.76,21.37,25.37,21.09,15.46,15.6,14.23,13.81,27.03,44.33,42.82
Atu3119,11.01,8.7,9.65,30.98,33.17,31.4,29.32,30.32,31.7,23.76,30.65,27.48,31.51,25.81,26.19,49.73,29.36,41.37,27.23,30.53,29.13,22.43,24.49,24.83,38.46,64.84,59.45
Atu3120,4.17,0.91,1.06,3.02,2.15,2.96,3.26,4.13,3.08,2.03,1.19,2.54,3.37,4.38,7.52,19.07,21.01,7.8,16.01,9.61,6.19,13.6,7.96,19.4,8.4,7.07,5.66
Atu3121,2901.75,2456.31,2605.02,8628.9,7700.2,7572.37,7787.0,7678.7,8803.74,6158.31,5403.84,5038.02,7259.69,7584.7,10330.68,2570.75,2637.6,3346.24,2252.46,2326.55,2378.73,3153.86,3501.03,3816.45,2112.83,1586.5,1335.28
Atu3122,208.51,192.25,182.53,613.81,514.23,534.5,720.45,493.27,563.01,335.65,282.75,307.4,500.0,517.91,822.72,94.69,89.49,136.88,77.64,71.86,59.44,124.43,101.47,109.82,56.22,66.47,52.85
Atu3123,27.73,27.62,26.68,94.32,113.11,78.1,111.05,72.0,109.99,44.73,53.28,58.54,48.69,103.54,116.83,25.46,18.91,16.15,30.0,22.24,17.87,28.65,21.16,23.66,7.46,14.57,5.77
Atu3124,172.65,175.32,157.25,693.72,629.27,634.39,847.21,456.97,653.9,350.82,342.27,302.41,391.35,698.68,720.0,213.63,338.45,276.21,389.85,253.42,209.2,289.86,257.07,257.62,164.27,215.89,178.79
Atu3126,11.64,15.34,8.6,13.35,13.02,9.21,34.34,31.51,30.09,45.24,36.85,37.16,40.3,11.04,27.99,80.23,149.41,76.2,220.68,135.46,114.31,208.94,183.94,208.24,36.85,57.57,30.38
Atu3127,18.79,10.79,13.82,12.3,5.31,8.93,9.95,7.11,8.35,8.07,8.53,7.11,9.72,7.64,13.05,25.39,34.89,18.38,27.05,10.37,11.25,19.41,13.19,16.85,13.29,13.37,19.45
Atu3128,3.06,2.41,3.62,3.43,2.3,3.65,2.74,2.44,5.32,2.37,3.71,3.42,2.63,2.23,2.89,7.57,8.36,3.96,9.5,5.42,3.22,9.79,6.43,9.7,5.13,4.09,3.27
Atu3129,2.36,2.51,2.56,2.14,1.93,3.38,3.23,2.44,2.74,2.46,1.97,1.49,3.16,2.24,3.63,5.56,4.81,2.91,1.93,4.59,3.63,4.0,1.91,6.58,2.28,2.89,1.43
Atu3130,3.13,2.46,2.7,8.72,6.59,9.91,6.24,7.21,5.85,4.38,3.85,4.9,8.94,8.54,8.9,16.83,19.01,13.84,11.2,12.73,4.45,12.19,12.44,15.79,11.24,11.16,10.37
Atu3131,1.53,1.7,1.15,1.41,1.58,1.88,1.01,1.52,2.01,0.79,1.29,1.58,2.36,1.49,2.5,5.33,3.59,0.47,1.0,1.24,0.96,2.74,2.36,4.71,1.51,2.2,0.16
Atu3132,1.38,1.06,1.63,0.75,1.07,2.03,1.76,1.26,0.89,0.39,1.15,0.65,1.85,0.92,1.09,6.08,4.34,1.38,0.71,2.69,1.2,4.47,1.47,4.75,0.5,2.54,0.19
Atu3133,3.47,4.42,5.94,4.27,4.83,2.82,3.54,2.53,3.94,3.15,2.08,3.44,3.27,3.94,3.12,3.14,6.17,3.16,3.22,1.73,2.4,3.85,2.32,7.95,2.26,0.98,1.94
Atu3134,20.77,15.97,15.59,14.56,14.29,13.41,15.88,16.48,17.72,17.81,22.41,16.68,16.29,12.35,16.94,36.76,35.69,34.15,39.54,32.64,32.37,34.99,34.86,33.42,17.41,21.99,14.75
Atu3135,2.39,1.22,2.54,20.91,21.42,23.83,17.5,18.37,15.91,6.92,5.25,8.69,15.31,14.53,19.03,29.28,17.41,24.31,9.5,9.42,9.92,6.48,8.55,10.07,28.48,33.84,63.36
Atu3136,1.17,0.3,0.0,29.68,33.53,24.08,13.67,16.24,11.8,4.0,4.68,4.43,23.21,17.24,16.1,43.73,24.74,32.32,9.69,18.89,16.23,9.75,8.18,15.31,47.65,43.67,91.33
